1, 76.000000, 70.053476, 54.000000, 0.857143, 良
2, 4.000000, , 0.000000, 0.642857, K
3, 87.000000, 86.096257, 35.000000, 0.000000, 優
4, 87.000000, 85.026738, 56.000000, 0.785714, 優
5, 56.000000, 56.149733, 30.000000, 0.785714, 不可
6, 71.000000, 68.983957, 45.000000, 0.785714, 良
7, 76.000000, 75.935829, 48.000000, 0.428571, 良
8, 84.000000, 83.957219, 38.000000, 0.785714, 優
9, 36.000000, 32.085562, 26.000000, 0.357143, ＊
10, 58.000000, 50.802139, 51.000000, 0.071429, ＊
11, 71.000000, 68.983957, 43.000000, 0.928571, 良
12, 82.000000, 81.818182, 44.000000, 0.714286, 優
13, 72.000000, 62.032086, 57.000000, 0.785714, 良
14, 50.000000, 50.267380, 24.000000, 0.785714, 不可
15, 54.000000, 56.684492, 30.000000, 0.357143, ＊
16, 82.000000, 81.283422, 38.000000, 0.785714, 優
17, 72.000000, 74.866310, 34.000000, 1.000000, 良
18, 80.000000, 79.679144, 43.000000, 0.071429, 優
19, 94.000000, 93.582888, 48.000000, 0.928571, 秀
20, 90.000000, 89.304813, 46.000000, 1.000000, 秀
21, 84.000000, 83.957219, 46.000000, 1.000000, 優
22, 76.000000, 71.657754, 50.000000, 1.000000, 良
23, 33.000000, 39.572193, 10.000000, 0.071429, ＊
24, 56.000000, 60.962567, 19.000000, 0.928571, 不可
25, 71.000000, 67.379679, 53.000000, 0.214286, 良
26, 65.000000, 75.401070, 24.000000, 0.285714, 可
27, 83.000000, 78.609626, 56.000000, 0.785714, 優
28, 16.000000, , 31.000000, 0.428571, K
29, 90.000000, 89.839572, 40.000000, 0.785714, 秀
30, 89.000000, 86.096257, 56.000000, 0.928571, 優
31, 6.000000, , 10.000000, 0.214286, K
32, 0.000000, , 0.000000, 0.000000, K
33, 67.000000, 66.310160, 45.000000, 0.285714, 可
34, 91.000000, 90.909091, 36.000000, 1.000000, 秀
35, 88.000000, 83.957219, 58.000000, 1.000000, 優
36, 81.000000, 73.796791, 60.000000, 0.785714, 優
37, 74.000000, 74.866310, 41.000000, 0.785714, 良
38, 77.000000, 71.122995, 53.000000, 0.928571, 良
39, 88.000000, 87.165775, 44.000000, 0.928571, 優
40, 81.000000, 77.005348, 56.000000, 0.571429, 優
41, 1.000000, , 0.000000, 0.071429, K
42, 58.000000, 47.593583, 52.000000, 0.428571, ＊
43, 78.000000, 77.540107, 54.000000, 0.142857, 良
44, 87.000000, 86.096257, 44.000000, 0.428571, 優
45, 83.000000, 82.887701, 24.000000, 0.714286, 優
46, 83.000000, 82.352941, 46.000000, 1.000000, 優
47, 49.000000, 61.497326, 8.000000, 0.500000, ＊
48, 72.000000, 77.005348, 35.000000, 0.642857, 良
49, 0.000000, , 0.000000, 0.000000, K
50, 83.000000, 82.887701, 46.000000, 0.428571, 優
51, 0.000000, , 0.000000, 0.000000, K
52, 67.000000, 73.796791, 30.000000, 0.500000, 可
53, 44.000000, 36.363636, 38.000000, 0.500000, ＊
54, 0.000000, , 0.000000, 0.000000, K
55, 44.000000, 54.010695, 6.000000, 0.642857, 不可
